word,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,one,two,three,four,five,one_val,two_val,three_val,four_val,five_val,two_match,three_match,four_match,five_match,word_score,popularity_score
drupe,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,d,r,u,p,e,0.041062347,0.067281974,0.039969862,0.032774534,0.09949143,1,1,1,1,0.2806,1.69
dryad,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,d,r,y,a,d,0.041062347,0.067281974,0.032586174,0.082313053,0.041062347,1,1,1,0,0.2232,2.12
dryer,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,d,r,y,e,r,0.041062347,0.067281974,0.032586174,0.09949143,0.067281974,1,1,1,0,0.2404,3.54
dryly,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,d,r,y,l,y,0.041062347,0.067281974,0.032586174,0.053870785,0.032586174,1,1,1,0,0.1948,2.33
ducal,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,d,u,c,a,l,0.041062347,0.039969862,0.035524581,0.082313053,0.053870785,1,1,1,1,0.2527,2.39
ducat,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,d,u,c,a,t,0.041062347,0.039969862,0.035524581,0.082313053,0.054548879,1,1,1,1,0.2534,1.96
duces,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,c,e,s,0.041062347,0.039969862,0.035524581,0.09949143,0.098398945,1,1,1,1,0.3144,1.77
duchy,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,d,u,c,h,y,0.041062347,0.039969862,0.035524581,0.029572424,0.032586174,1,1,1,1,0.1787,3
ducks,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,c,k,s,0.041062347,0.039969862,0.035524581,0.021171595,0.098398945,1,1,1,1,0.2361,3.9
ducky,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,d,u,c,k,y,0.041062347,0.039969862,0.035524581,0.021171595,0.032586174,1,1,1,1,0.1703,2.68
ducts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,d,u,c,t,s,0.041062347,0.039969862,0.035524581,0.054548879,0.098398945,1,1,1,1,0.2695,3.11
duddy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,d,u,d,d,y,0.041062347,0.039969862,0.041062347,0.041062347,0.032586174,1,0,0,1,0.1136,2.2
dudes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,d,e,s,0.041062347,0.039969862,0.041062347,0.09949143,0.098398945,1,0,1,1,0.2789,3.95
duels,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,e,l,s,0.041062347,0.039969862,0.09949143,0.053870785,0.098398945,1,1,1,1,0.3328,2.87
duets,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,d,u,e,t,s,0.041062347,0.039969862,0.09949143,0.054548879,0.098398945,1,1,1,1,0.3335,2.79
duffs,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,f,f,s,0.041062347,0.039969862,0.018722923,0.018722923,0.098398945,1,1,0,1,0.1982,1.64
dukes,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,k,e,s,0.041062347,0.039969862,0.021171595,0.09949143,0.098398945,1,1,1,1,0.3001,3.23
dulls,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,l,l,s,0.041062347,0.039969862,0.053870785,0.053870785,0.098398945,1,1,0,1,0.2333,2.12
dully,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,d,u,l,l,y,0.041062347,0.039969862,0.053870785,0.053870785,0.032586174,1,1,0,1,0.1675,1.87
dulse,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,l,s,e,0.041062347,0.039969862,0.053870785,0.098398945,0.09949143,1,1,1,1,0.3328,1.45
dumbo,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,d,u,m,b,o,0.041062347,0.039969862,0.029610096,0.026294971,0.063514786,1,1,1,1,0.2005,2.73
dummy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,d,u,m,m,y,0.041062347,0.039969862,0.029610096,0.029610096,0.032586174,1,1,0,1,0.1432,3.64
dumps,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,d,u,m,p,s,0.041062347,0.039969862,0.029610096,0.032774534,0.098398945,1,1,1,1,0.2418,3.35
dumpy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,d,u,m,p,y,0.041062347,0.039969862,0.029610096,0.032774534,0.032586174,1,1,1,1,0.176,2.32
dunce,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,d,u,n,c,e,0.041062347,0.039969862,0.045884347,0.035524581,0.09949143,1,1,1,1,0.2619,2.5
dunes,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,d,u,n,e,s,0.041062347,0.039969862,0.045884347,0.09949143,0.098398945,1,1,1,1,0.3248,3.37
dungs,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,d,u,n,g,s,0.041062347,0.039969862,0.045884347,0.024185346,0.098398945,1,1,1,1,0.2495,1.06
dungy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,d,u,n,g,y,0.041062347,0.039969862,0.045884347,0.024185346,0.032586174,1,1,1,1,0.1837,2.11
dunks,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,d,u,n,k,s,0.041062347,0.039969862,0.045884347,0.021171595,0.098398945,1,1,1,1,0.2465,2.8
dunno,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,d,u,n,n,o,0.041062347,0.039969862,0.045884347,0.045884347,0.063514786,1,1,0,1,0.1904,3.76
duomo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,d,u,o,m,o,0.041062347,0.039969862,0.063514786,0.029610096,0.063514786,1,1,1,0,0.1742,2.44
duped,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,d,u,p,e,d,0.041062347,0.039969862,0.032774534,0.09949143,0.041062347,1,1,1,0,0.2133,3.08
duper,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,d,u,p,e,r,0.041062347,0.039969862,0.032774534,0.09949143,0.067281974,1,1,1,1,0.2806,2.88
dupes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,d,u,p,e,s,0.041062347,0.039969862,0.032774534,0.09949143,0.098398945,1,1,1,1,0.3117,2.48
duple,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,d,u,p,l,e,0.041062347,0.039969862,0.032774534,0.053870785,0.09949143,1,1,1,1,0.2672,1.69
dural,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,d,u,r,a,l,0.041062347,0.039969862,0.067281974,0.082313053,0.053870785,1,1,1,1,0.2845,2.14
durst,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,d,u,r,s,t,0.041062347,0.039969862,0.067281974,0.098398945,0.054548879,1,1,1,1,0.3013,2.7
durum,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,d,u,r,u,m,0.041062347,0.039969862,0.067281974,0.039969862,0.029610096,1,1,0,1,0.1779,2.08
dusks,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,d,u,s,k,s,0.041062347,0.039969862,0.098398945,0.021171595,0.098398945,1,1,1,0,0.2006,1.05
dusky,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,d,u,s,k,y,0.041062347,0.039969862,0.098398945,0.021171595,0.032586174,1,1,1,1,0.2332,2.83
dusts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,d,u,s,t,s,0.041062347,0.039969862,0.098398945,0.054548879,0.098398945,1,1,1,0,0.234,2.28
dusty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,d,u,s,t,y,0.041062347,0.039969862,0.098398945,0.054548879,0.032586174,1,1,1,1,0.2666,3.67
dutch,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,d,u,t,c,h,0.041062347,0.039969862,0.054548879,0.035524581,0.029572424,1,1,1,1,0.2007,4.41
duvet,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,d,u,v,e,t,0.041062347,0.039969862,0.011602938,0.09949143,0.054548879,1,1,1,1,0.2467,2.99
dwarf,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,d,w,a,r,f,0.041062347,0.018346205,0.082313053,0.067281974,0.018722923,1,1,1,1,0.2277,3.75
dweeb,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d,w,e,e,b,0.041062347,0.018346205,0.09949143,0.09949143,0.026294971,1,1,0,1,0.1852,2.37
dwell,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,d,w,e,l,l,0.041062347,0.018346205,0.09949143,0.053870785,0.053870785,1,1,1,0,0.2128,3.57
dwelt,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,d,w,e,l,t,0.041062347,0.018346205,0.09949143,0.053870785,0.054548879,1,1,1,1,0.2673,2.65
dyads,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,d,y,a,d,s,0.041062347,0.032586174,0.082313053,0.041062347,0.098398945,1,1,0,1,0.2544,1.8
dyers,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,d,y,e,r,s,0.041062347,0.032586174,0.09949143,0.067281974,0.098398945,1,1,1,1,0.3388,2.05
dying,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,d,y,i,n,g,0.041062347,0.032586174,0.058052364,0.045884347,0.024185346,1,1,1,1,0.2018,4.63
dykes,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,d,y,k,e,s,0.041062347,0.032586174,0.021171595,0.09949143,0.098398945,1,1,1,1,0.2927,2.89
dynes,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,d,y,n,e,s,0.041062347,0.032586174,0.045884347,0.09949143,0.098398945,1,1,1,1,0.3174,1.67
eager,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,a,g,e,r,0.09949143,0.082313053,0.024185346,0.09949143,0.067281974,1,1,0,1,0.2733,4.03
eagle,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,a,g,l,e,0.09949143,0.082313053,0.024185346,0.053870785,0.09949143,1,1,1,0,0.2599,4.13
eared,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,a,r,e,d,0.09949143,0.082313053,0.067281974,0.09949143,0.041062347,1,1,0,1,0.2901,2.84
earls,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,e,a,r,l,s,0.09949143,0.082313053,0.067281974,0.053870785,0.098398945,1,1,1,1,0.4014,2.87
early,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,e,a,r,l,y,0.09949143,0.082313053,0.067281974,0.053870785,0.032586174,1,1,1,1,0.3355,5.43
earns,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,e,a,r,n,s,0.09949143,0.082313053,0.067281974,0.045884347,0.098398945,1,1,1,1,0.3934,3.56
earth,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,e,a,r,t,h,0.09949143,0.082313053,0.067281974,0.054548879,0.029572424,1,1,1,1,0.3332,5.06
eased,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,a,s,e,d,0.09949143,0.082313053,0.098398945,0.09949143,0.041062347,1,1,0,1,0.3213,3.25
easel,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,a,s,e,l,0.09949143,0.082313053,0.098398945,0.09949143,0.053870785,1,1,0,1,0.3341,2.68
easer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,e,a,s,e,r,0.09949143,0.082313053,0.098398945,0.09949143,0.067281974,1,1,0,1,0.3475,1.39
easts,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,e,a,s,t,s,0.09949143,0.082313053,0.098398945,0.054548879,0.098398945,1,1,1,0,0.3348,2.09
eaten,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,e,a,t,e,n,0.09949143,0.082313053,0.054548879,0.09949143,0.045884347,1,1,0,1,0.2822,4.13
eater,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,e,a,t,e,r,0.09949143,0.082313053,0.054548879,0.09949143,0.067281974,1,1,0,1,0.3036,3.42
eaves,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,e,a,v,e,s,0.09949143,0.082313053,0.011602938,0.09949143,0.098398945,1,1,0,1,0.2918,2.85
ebbed,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,b,b,e,d,0.09949143,0.026294971,0.026294971,0.09949143,0.041062347,1,0,0,1,0.1668,2.23
ebony,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,e,b,o,n,y,0.09949143,0.026294971,0.063514786,0.045884347,0.032586174,1,1,1,1,0.2678,3.34
ebook,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e,b,o,o,k,0.09949143,0.026294971,0.063514786,0.063514786,0.021171595,1,1,0,1,0.2105,3.71
echos,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,e,c,h,o,s,0.09949143,0.035524581,0.029572424,0.063514786,0.098398945,1,1,1,1,0.3265,2.39
eclat,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,c,l,a,t,0.09949143,0.035524581,0.053870785,0.082313053,0.054548879,1,1,1,1,0.3257,1.67
edema,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e,d,e,m,a,0.09949143,0.041062347,0.09949143,0.029610096,0.082313053,1,0,1,1,0.2525,2.95
edged,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,d,g,e,d,0.09949143,0.041062347,0.024185346,0.09949143,0.041062347,1,1,0,0,0.1647,3.55
edger,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,d,g,e,r,0.09949143,0.041062347,0.024185346,0.09949143,0.067281974,1,1,0,1,0.232,1.91
edges,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,d,g,e,s,0.09949143,0.041062347,0.024185346,0.09949143,0.098398945,1,1,0,1,0.2631,4.09
edict,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,d,i,c,t,0.09949143,0.041062347,0.058052364,0.035524581,0.054548879,1,1,1,1,0.2887,3.1
edify,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,e,d,i,f,y,0.09949143,0.041062347,0.058052364,0.018722923,0.032586174,1,1,1,1,0.2499,1.96
edits,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,e,d,i,t,s,0.09949143,0.041062347,0.058052364,0.054548879,0.098398945,1,1,1,1,0.3516,3.44
educe,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,e,d,u,c,e,0.09949143,0.041062347,0.039969862,0.035524581,0.09949143,1,1,1,0,0.216,1.01
eejit,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,e,j,i,t,0.09949143,0.09949143,0.003428141,0.058052364,0.054548879,0,1,1,1,0.2155,1.77
eerie,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,e,r,i,e,0.09949143,0.09949143,0.067281974,0.058052364,0.09949143,0,1,1,0,0.2248,3.33
egged,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,g,g,e,d,0.09949143,0.024185346,0.024185346,0.09949143,0.041062347,1,0,0,1,0.1647,2.49
egger,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,g,g,e,r,0.09949143,0.024185346,0.024185346,0.09949143,0.067281974,1,0,0,1,0.191,2.04
egret,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,e,g,r,e,t,0.09949143,0.024185346,0.067281974,0.09949143,0.054548879,1,1,0,1,0.2455,2.32
eider,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,i,d,e,r,0.09949143,0.058052364,0.041062347,0.09949143,0.067281974,1,1,0,1,0.2659,2.11
eidos,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,e,i,d,o,s,0.09949143,0.058052364,0.041062347,0.063514786,0.098398945,1,1,1,1,0.3605,1.95
eight,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,i,g,h,t,0.09949143,0.058052364,0.024185346,0.029572424,0.054548879,1,1,1,1,0.2659,5.02
eject,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,j,e,c,t,0.09949143,0.003428141,0.09949143,0.035524581,0.054548879,1,0,1,1,0.193,2.99
ejido,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e,j,i,d,o,0.09949143,0.003428141,0.058052364,0.041062347,0.063514786,1,1,1,1,0.2655,1.72
eking,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,e,k,i,n,g,0.09949143,0.021171595,0.058052364,0.045884347,0.024185346,1,1,1,1,0.2488,1.94
eland,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,e,l,a,n,d,0.09949143,0.053870785,0.082313053,0.045884347,0.041062347,1,1,1,1,0.3226,2.15
elans,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,e,l,a,n,s,0.09949143,0.053870785,0.082313053,0.045884347,0.098398945,1,1,1,1,0.38,1
elate,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,l,a,t,e,0.09949143,0.053870785,0.082313053,0.054548879,0.09949143,1,1,1,0,0.2902,1.33
elbow,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,e,l,b,o,w,0.09949143,0.053870785,0.026294971,0.063514786,0.018346205,1,1,1,1,0.2615,3.84
elder,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,e,l,d,e,r,0.09949143,0.053870785,0.041062347,0.09949143,0.067281974,1,1,0,1,0.2617,4.06
elect,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,l,e,c,t,0.09949143,0.053870785,0.09949143,0.035524581,0.054548879,1,0,1,1,0.2434,4.03
elegy,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,e,l,e,g,y,0.09949143,0.053870785,0.09949143,0.024185346,0.032586174,1,0,1,1,0.2101,2.71
elfin,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,e,l,f,i,n,0.09949143,0.053870785,0.018722923,0.058052364,0.045884347,1,1,1,1,0.276,2.26
elide,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,l,i,d,e,0.09949143,0.053870785,0.058052364,0.041062347,0.09949143,1,1,1,0,0.2525,1.75
elite,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e,l,i,t,e,0.09949143,0.053870785,0.058052364,0.054548879,0.09949143,1,1,1,0,0.266,4.4
elope,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,e,l,o,p,e,0.09949143,0.053870785,0.063514786,0.032774534,0.09949143,1,1,1,0,0.2497,2.5
elude,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,e,l,u,d,e,0.09949143,0.053870785,0.039969862,0.041062347,0.09949143,1,1,1,0,0.2344,2.78
elute,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,e,l,u,t,e,0.09949143,0.053870785,0.039969862,0.054548879,0.09949143,1,1,1,0,0.2479,1.45
elven,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,e,l,v,e,n,0.09949143,0.053870785,0.011602938,0.09949143,0.045884347,1,1,0,1,0.2108,2.63
elves,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,e,l,v,e,s,0.09949143,0.053870785,0.011602938,0.09949143,0.098398945,1,1,0,1,0.2634,3.4
email,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e,m,a,i,l,0.09949143,0.029610096,0.082313053,0.058052364,0.053870785,1,1,1,1,0.3233,4.68
embed,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e,m,b,e,d,0.09949143,0.029610096,0.026294971,0.09949143,0.041062347,1,1,0,1,0.1965,2.94
ember,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,e,m,b,e,r,0.09949143,0.029610096,0.026294971,0.09949143,0.067281974,1,1,0,1,0.2227,2.97
emcee,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e,m,c,e,e,0.09949143,0.029610096,0.035524581,0.09949143,0.09949143,1,1,0,0,0.1646,2.73
emend,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,e,m,e,n,d,0.09949143,0.029610096,0.09949143,0.045884347,0.041062347,1,0,1,1,0.216,1.79
emery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,e,m,e,r,y,0.09949143,0.029610096,0.09949143,0.067281974,0.032586174,1,0,1,1,0.229,3.3
emirs,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,e,m,i,r,s,0.09949143,0.029610096,0.058052364,0.067281974,0.098398945,1,1,1,1,0.3528,1.93
emits,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,e,m,i,t,s,0.09949143,0.029610096,0.058052364,0.054548879,0.098398945,1,1,1,1,0.3401,3.02
emote,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,e,m,o,t,e,0.09949143,0.029610096,0.063514786,0.054548879,0.09949143,1,1,1,0,0.2472,2.46
empty,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,e,m,p,t,y,0.09949143,0.029610096,0.032774534,0.054548879,0.032586174,1,1,1,1,0.249,4.59
enact,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,e,n,a,c,t,0.09949143,0.045884347,0.082313053,0.035524581,0.054548879,1,1,1,1,0.3178,3.43
ended,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,e,n,d,e,d,0.09949143,0.045884347,0.041062347,0.09949143,0.041062347,1,1,0,0,0.1864,4.92
ender,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,e,n,d,e,r,0.09949143,0.045884347,0.041062347,0.09949143,0.067281974,1,1,0,1,0.2537,2.78
endow,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,e,n,d,o,w,0.09949143,0.045884347,0.041062347,0.063514786,0.018346205,1,1,1,1,0.2683,2.43
endue,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,e,n,d,u,e,0.09949143,0.045884347,0.041062347,0.039969862,0.09949143,1,1,1,0,0.2264,1.1
enema,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,e,n,e,m,a,0.09949143,0.045884347,0.09949143,0.029610096,0.082313053,1,0,1,1,0.2573,2.85
enemy,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,e,n,e,m,y,0.09949143,0.045884347,0.09949143,0.029610096,0.032586174,1,0,1,1,0.2076,4.7
